"Subject" "Activity" "variable" "mean" "median"
19 "WALKING" "tBodyAccJerkMag.std.." 0.0356558788076923 0.0009151796
19 "WALKING" "tBodyGyroMag.std.." -0.0218463165461538 -0.052718907
19 "WALKING" "tBodyGyroJerkMag.std.." -0.271487480103846 -0.334025995
19 "WALKING" "fBodyAcc.std...X" -0.0578820787019231 -0.044058726
19 "WALKING" "fBodyAcc.std...Y" 0.112615077990385 0.13258693
19 "WALKING" "fBodyAcc.std...Z" -0.233872331063462 -0.26879078
19 "WALKING" "fBodyAccJerk.std...X" 0.0908366492173077 0.080034742
19 "WALKING" "fBodyAccJerk.std...Y" 0.0854010732076923 0.085915155
19 "WALKING" "fBodyAccJerk.std...Z" -0.227829841936346 -0.250943045
19 "WALKING" "fBodyGyro.std...X" -0.108388809533846 -0.13282905
19 "WALKING" "fBodyGyro.std...Y" -0.133010285461538 -0.18475236
19 "WALKING" "fBodyGyro.std...Z" -0.220271190807692 -0.21478728
19 "WALKING" "fBodyAccMag.std.." -0.324793406057692 -0.34324707
19 "WALKING" "fBodyBodyAccJerkMag.std.." -0.0222869586038462 -0.0400672565
19 "WALKING" "fBodyBodyGyroMag.std.." -0.141598402309615 -0.163928425
19 "WALKING" "fBodyBodyGyroJerkMag.std.." -0.336148733 -0.375455315
19 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.262688053871795 0.26823055
19 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0145942275069487 -0.02078636
19 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.133695240660974 -0.12617119
19 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.881940855128205 0.88451277
19 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.215018042307692 -0.21654636
19 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" -0.126146868942821 -0.085861852
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0730930306923077 -0.031558719
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" -0.0386872111282051 -0.088308219
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.00955202497435897 -0.043430955
19 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.205775427307692 -0.20368662
19 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" 0.0274707556666667 0.004101192
19 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.163962510807692 0.13192213
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.0337429578461538 -0.044619966
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0394612603358974 -0.0091947341
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0545565563487179 -0.041751589
19 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." 0.644604325128205 0.67727842
19 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." 0.644604325128205 0.67727842
19 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." 0.434490400974359 0.44489126
19 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." 0.418004608615385 0.40626044
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." 0.0875816618205128 -0.049391192
19 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" 0.537012022051282 0.52865293
19 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" 0.494457802230769 0.49731534
19 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" 0.110659220744872 -0.076337278
19 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...X" -0.323137202076923 -0.34649226
19 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Y" 0.0126113511538462 0.013132133
19 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Z" 0.293956386538462 0.32255931
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" 0.474317256051282 0.50431435
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" 0.276716853307692 0.25846877
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" 0.0595905768717949 -0.15590457
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...X" -0.240575873128205 -0.22996739
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Y" -0.387547819487179 -0.39912293
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Z" -0.116947001820513 -0.12141471
19 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" 0.474962448333333 0.47667123
19 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" 0.147083143564103 -0.10726148
19 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" 0.210673073192308 0.20748553
19 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...X" -0.147027421297436 -0.17507688
19 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...Y" 0.101341293433333 0.13703122
19 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...Z" 0.195664853055641 0.16372645
19 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.586637550769231 0.63902889
19 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq.." 0.226461674461538 0.23589433
19 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." 0.538404846128205 0.58787898
19 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq.." 0.174679438294872 0.14726362
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." 0.203979764835897 0.28135886
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq.." 0.163417975410256 0.13329894
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.0229045295641026 -0.22928325
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq.." 0.185185491589744 0.19971583
19 "WALKING_DOWNSTAIRS" "tBodyAcc.std...X" 0.626917070512821 0.64680853
19 "WALKING_DOWNSTAIRS" "tBodyAcc.std...Y" 0.514816445641026 0.50631057
19 "WALKING_DOWNSTAIRS" "tBodyAcc.std...Z" 0.049322451025641 -0.12544528
19 "WALKING_DOWNSTAIRS" "tGravityAcc.std...X" -0.899726139487179 -0.908122
19 "WALKING_DOWNSTAIRS" "tGravityAcc.std...Y" -0.917880864102564 -0.92367287
19 "WALKING_DOWNSTAIRS" "tGravityAcc.std...Z" -0.899363131794872 -0.90777287
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...X" 0.544273037307692 0.58228593
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...Y" 0.355306716915385 0.3514379
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...Z" -0.0200111148717949 -0.2314961
19 "WALKING_DOWNSTAIRS" "tBodyGyro.std...X" 0.267657219333333 0.22313224
19 "WALKING_DOWNSTAIRS" "tBodyGyro.std...Y" 0.0483147743589744 -0.1340798
19 "WALKING_DOWNSTAIRS" "tBodyGyro.std...Z" -0.0314083457948718 -0.045038633
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...X" 0.179148649684615 0.1310246
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...Y" -0.0146299196923077 -0.23083672
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...Z" 0.116646170221282 0.073106186
19 "WALKING_DOWNSTAIRS" "tBodyAccMag.std.." 0.413472376589744 0.40256739
19 "WALKING_DOWNSTAIRS" "tGravityAccMag.std.." 0.413472376589744 0.40256739
19 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." 0.450612065720513 0.4576079
19 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std.." 0.237821231894872 0.24564495
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.0438985022538462 -0.26489462
19 "WALKING_DOWNSTAIRS" "fBodyAcc.std...X" 0.658506543333333 0.65106667
19 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Y" 0.427928785230769 0.40440808
19 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Z" -0.0783635041538461 -0.229329
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...X" 0.476803887476923 0.49120914
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Y" 0.349771285415897 0.37047063
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Z" -0.0983930104846154 -0.27613825
19 "WALKING_DOWNSTAIRS" "fBodyGyro.std...X" 0.196613286661538 0.15012168
19 "WALKING_DOWNSTAIRS" "fBodyGyro.std...Y" -0.028489571974359 -0.15720003
19 "WALKING_DOWNSTAIRS" "fBodyGyro.std...Z" -0.215892226769231 -0.23459557
19 "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.0828630624102564 0.068729877
19 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." 0.316346415348718 0.29393868
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." 0.0320366671179487 -0.010661633
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std.." -0.143254547512821 -0.34218446
19 "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.242118808925 0.270461455
19 "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0303986615775 -0.0233262885
19 "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.151054607725 -0.141818195
19 "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.8294283725 0.86453124
19 "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.3871007085 -0.38813925
19 "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" -0.2210087627 -0.15141631
19 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.08315450836225 0.112770215
19 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" 0.056818586275 0.052495387
19 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" 0.0316681980575 0.0238573305
19 "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0388537087875 0.12469277
19 "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.134514320575 -0.145418185
19 "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" -0.000233248224999999 0.011504177
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.1018063044 -0.131484165
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0346288461475 -0.06336686095
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0533545875525 -0.0758779855
19 "WALKING_UPSTAIRS" "tBodyAccMag.mean.." 0.01738119347275 0.0171131025
19 "WALKING_UPSTAIRS" "tGravityAccMag.mean.." 0.01738119347275 0.0171131025
19 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.114189605875 -0.1372999
19 "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.06161577145 -0.056288769
19 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.372790526575 -0.423363825
19 "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.15687949467775 -0.15662196
19 "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" 0.111818164225 0.0676948425
19 "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.2196444734075 -0.255008845
19 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...X" -0.344101732195 -0.34193179
19 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...Y" 0.01976741622 -0.0083947101
19 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...Z" 0.0488512923725 0.040180518
19 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.2053226461925 -0.225423235
19 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.073928372175 -0.0913352015
19 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.3806571232 -0.395511315
19 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...X" -0.273942744225 -0.28276268
19 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...Y" -0.364347950525 -0.40840666
19 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...Z" -0.187567271425 -0.188454975
19 "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.194485509535 -0.1905397
19 "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.2254218170275 -0.248155265
19 "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.06612935167 -0.0820417335
19 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...X" 0.0111728554515 -0.00642356297
19 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...Y" -0.191499705925 -0.165349825
19 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...Z" -0.15202952495 -0.14943567
19 "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.07962876322 -0.076155068
19 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq.." 0.1670048042575 0.147944885
19 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.187391317015 -0.19028596
19 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq.." 0.296851347275 0.320025855
19 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.28884026785 -0.30764442
19 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq.." 0.0750700310425 0.066953551
19 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.4771839145 -0.47155238
19 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq.." 0.260346441375 0.250011035
19 "WALKING_UPSTAIRS" "tBodyAcc.std...X" -0.1287420952375 -0.12417375
19 "WALKING_UPSTAIRS" "tBodyAcc.std...Y" 0.176349922525 0.144209645
19 "WALKING_UPSTAIRS" "tBodyAcc.std...Z" -0.1904685504575 -0.205031585
19 "WALKING_UPSTAIRS" "tGravityAcc.std...X" -0.916495992 -0.95410983
19 "WALKING_UPSTAIRS" "tGravityAcc.std...Y" -0.9010448505 -0.94416381
19 "WALKING_UPSTAIRS" "tGravityAcc.std...Z" -0.83693567475 -0.87866389
19 "WALKING_UPSTAIRS" "tBodyAccJerk.std...X" -0.1742790558 -0.17787649
19 "WALKING_UPSTAIRS" "tBodyAccJerk.std...Y" -0.0128865483575 -0.041717388
19 "WALKING_UPSTAIRS" "tBodyAccJerk.std...Z" -0.4442822275 -0.46965826
19 "WALKING_UPSTAIRS" "tBodyGyro.std...X" -0.4068000325 -0.44254535
19 "WALKING_UPSTAIRS" "tBodyGyro.std...Y" -0.17263322355 -0.214417095
19 "WALKING_UPSTAIRS" "tBodyGyro.std...Z" -0.110117174875 -0.126557705
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...X" -0.23937641116 -0.233112225
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Y" -0.49212221875 -0.60965205
19 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Z" -0.3754149830025 -0.39184046
19 "WALKING_UPSTAIRS" "tBodyAccMag.std.." -0.177666828025 -0.180890735
19 "WALKING_UPSTAIRS" "tGravityAccMag.std.." -0.177666828025 -0.180890735
19 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.284060693125 -0.28662828
19 "WALKING_UPSTAIRS" "tBodyGyroMag.std.." -0.26440144275 -0.248153105
19 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.50740029025 -0.51099805
19 "WALKING_UPSTAIRS" "fBodyAcc.std...X" -0.11993477534 -0.1023445785
19 "WALKING_UPSTAIRS" "fBodyAcc.std...Y" 0.13255758081125 0.11041974
19 "WALKING_UPSTAIRS" "fBodyAcc.std...Z" -0.2399806950525 -0.26451729
19 "WALKING_UPSTAIRS" "fBodyAccJerk.std...X" -0.2172651781 -0.205844465
19 "WALKING_UPSTAIRS" "fBodyAccJerk.std...Y" -0.0131695876025 -0.029190721
19 "WALKING_UPSTAIRS" "fBodyAccJerk.std...Z" -0.50771620575 -0.525691
19 "WALKING_UPSTAIRS" "fBodyGyro.std...X" -0.4775147465 -0.514031915
19 "WALKING_UPSTAIRS" "fBodyGyro.std...Y" -0.149925160355 -0.163458475
19 "WALKING_UPSTAIRS" "fBodyGyro.std...Z" -0.207498123525 -0.235989005
19 "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.368253499 -0.385274085
19 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.43467125 -0.43597357
19 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.3771327525 -0.3863196
19 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std.." -0.58828966075 -0.61121941
20 "LAYING" "tBodyAcc.mean...X" 0.239507882205882 0.270040315
20 "LAYING" "tBodyAcc.mean...Y" -0.0144406281132353 -0.0166338145
20 "LAYING" "tBodyAcc.mean...Z" -0.104274322538235 -0.10875015
20 "LAYING" "tGravityAcc.mean...X" -0.472431415573529 -0.509601455
20 "LAYING" "tGravityAcc.mean...Y" 0.864882956617647 0.855363065
20 "LAYING" "tGravityAcc.mean...Z" 0.477573305 0.49559012
20 "LAYING" "tBodyAccJerk.mean...X" 0.0892716006470588 0.0767011215
20 "LAYING" "tBodyAccJerk.mean...Y" 0.00110822495382353 0.0114466595
20 "LAYING" "tBodyAccJerk.mean...Z" -0.00309891846569118 8.23016015e-05
20 "LAYING" "tBodyGyro.mean...X" -0.0231760616308824 -0.028102853
20 "LAYING" "tBodyGyro.mean...Y" -0.0954899626029412 -0.0775979045
20 "LAYING" "tBodyGyro.mean...Z" 0.123680209926471 0.085596996
20 "LAYING" "tBodyGyroJerk.mean...X" -0.0995033069117647 -0.097781093
20 "LAYING" "tBodyGyroJerk.mean...Y" -0.038776298 -0.03883234
20 "LAYING" "tBodyGyroJerk.mean...Z" -0.0610028293088235 -0.0557580175
20 "LAYING" "tBodyAccMag.mean.." -0.960743126176471 -0.987665075
20 "LAYING" "tGravityAccMag.mean.." -0.960743126176471 -0.987665075
20 "LAYING" "tBodyAccJerkMag.mean.." -0.984670073823529 -0.989099975
20 "LAYING" "tBodyGyroMag.mean.." -0.9604473725 -0.985477045
20 "LAYING" "tBodyGyroJerkMag.mean.." -0.986749500882353 -0.98984228
20 "LAYING" "fBodyAcc.mean...X" -0.965728781617647 -0.989122635
20 "LAYING" "fBodyAcc.mean...Y" -0.965595958382353 -0.98571827
20 "LAYING" "fBodyAcc.mean...Z" -0.976392651323529 -0.986698655
20 "LAYING" "fBodyAcc.meanFreq...X" -0.213034275557353 -0.23991683
20 "LAYING" "fBodyAcc.meanFreq...Y" 0.274452420529412 0.31805693
20 "LAYING" "fBodyAcc.meanFreq...Z" 0.276898539791176 0.296040965
20 "LAYING" "fBodyAccJerk.mean...X" -0.983889985147059 -0.99055388
20 "LAYING" "fBodyAccJerk.mean...Y" -0.9772207075 -0.986271755
20 "LAYING" "fBodyAccJerk.mean...Z" -0.982876212058823 -0.987463315
20 "LAYING" "fBodyAccJerk.meanFreq...X" 0.116642082939706 0.13098997
20 "LAYING" "fBodyAccJerk.meanFreq...Y" 0.0212201874367647 0.043355158
20 "LAYING" "fBodyAccJerk.meanFreq...Z" 0.0284929205607353 0.021789068
20 "LAYING" "fBodyGyro.mean...X" -0.982619403529412 -0.98937151
20 "LAYING" "fBodyGyro.mean...Y" -0.973120029558823 -0.98302498
20 "LAYING" "fBodyGyro.mean...Z" -0.972278603529412 -0.984053605
20 "LAYING" "fBodyGyro.meanFreq...X" -0.0430078509941176 -0.0151679505
20 "LAYING" "fBodyGyro.meanFreq...Y" -0.0784003340588235 -0.139034185
20 "LAYING" "fBodyGyro.meanFreq...Z" 0.00832392052941177 0.0512451525
20 "LAYING" "fBodyAccMag.mean.." -0.952827071323529 -0.98637698
20 "LAYING" "fBodyAccMag.meanFreq.." 0.187758018548529 0.25617183
20 "LAYING" "fBodyBodyAccJerkMag.mean.." -0.979695458088235 -0.98966271
20 "LAYING" "fBodyBodyAccJerkMag.meanFreq.." 0.262706879425 0.33425965
20 "LAYING" "fBodyBodyGyroMag.mean.." -0.969832241176471 -0.983750115
20 "LAYING" "fBodyBodyGyroMag.meanFreq.." 0.0116918216382353 -0.09889774
20 "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.981119820588235 -0.9872526
20 "LAYING" "fBodyBodyGyroJerkMag.meanFreq.." 0.199653647476471 0.18481166
20 "LAYING" "tBodyAcc.std...X" -0.962249114705882 -0.989014915
20 "LAYING" "tBodyAcc.std...Y" -0.964098180294118 -0.98932693
20 "LAYING" "tBodyAcc.std...Z" -0.972571998382353 -0.98646365
20 "LAYING" "tGravityAcc.std...X" -0.928674215147059 -0.986200575
20 "LAYING" "tGravityAcc.std...Y" -0.976018476911765 -0.99682124
20 "LAYING" "tGravityAcc.std...Z" -0.9765185525 -0.99205771
20 "LAYING" "tBodyAccJerk.std...X" -0.984270728235294 -0.990435165
20 "LAYING" "tBodyAccJerk.std...Y" -0.977002606764706 -0.98546386
20 "LAYING" "tBodyAccJerk.std...Z" -0.984989224117647 -0.98864988
20 "LAYING" "tBodyGyro.std...X" -0.984477414264706 -0.99123614
20 "LAYING" "tBodyGyro.std...Y" -0.972941910294118 -0.98299063
20 "LAYING" "tBodyGyro.std...Z" -0.972409893529412 -0.98583127
20 "LAYING" "tBodyGyroJerk.std...X" -0.989283577352941 -0.99281677
20 "LAYING" "tBodyGyroJerk.std...Y" -0.981540062058823 -0.985328205
20 "LAYING" "tBodyGyroJerk.std...Z" -0.986670534411765 -0.991061155
20 "LAYING" "tBodyAccMag.std.." -0.939489444558824 -0.98796066
20 "LAYING" "tGravityAccMag.std.." -0.939489444558824 -0.98796066
20 "LAYING" "tBodyAccJerkMag.std.." -0.980161687058824 -0.99036228
20 "LAYING" "tBodyGyroMag.std.." -0.962153597941176 -0.981468145
20 "LAYING" "tBodyGyroJerkMag.std.." -0.981079301617647 -0.98759139
20 "LAYING" "fBodyAcc.std...X" -0.960997907205882 -0.98838094
20 "LAYING" "fBodyAcc.std...Y" -0.964960988382353 -0.990642375
20 "LAYING" "fBodyAcc.std...Z" -0.971901324705882 -0.986466265
20 "LAYING" "fBodyAccJerk.std...X" -0.986213883088235 -0.99126952
20 "LAYING" "fBodyAccJerk.std...Y" -0.978451446764706 -0.985995835
20 "LAYING" "fBodyAccJerk.std...Z" -0.985707806323529 -0.988946745
20 "LAYING" "fBodyGyro.std...X" -0.985154588529412 -0.99214815
20 "LAYING" "fBodyGyro.std...Y" -0.973092518088235 -0.9830195
20 "LAYING" "fBodyGyro.std...Z" -0.974995267058824 -0.98714263
20 "LAYING" "fBodyAccMag.std.." -0.9418940855 -0.98971888
20 "LAYING" "fBodyBodyAccJerkMag.std.." -0.979565196911765 -0.989860925
20 "LAYING" "fBodyBodyGyroMag.std.." -0.964205915441177 -0.98248737
20 "LAYING" "fBodyBodyGyroJerkMag.std.." -0.981986152941177 -0.98766497
20 "SITTING" "tBodyAcc.mean...X" 0.278045439090909 0.276813255
20 "SITTING" "tBodyAcc.mean...Y" -0.0147229305131818 -0.016142609
20 "SITTING" "tBodyAcc.mean...Z" -0.108369634515152 -0.10374087
20 "SITTING" "tGravityAcc.mean...X" 0.924454522424242 0.92926575
20 "SITTING" "tGravityAcc.mean...Y" 0.0733385412878788 0.0483246405
20 "SITTING" "tGravityAcc.mean...Z" 0.151679135228788 0.186948685
20 "SITTING" "tBodyAccJerk.mean...X" 0.0746568393030303 0.076190014
20 "SITTING" "tBodyAccJerk.mean...Y" 0.00597430268636364 0.0110700405
20 "SITTING" "tBodyAccJerk.mean...Z" 0.00160134859924242 0.000362204775
20 "SITTING" "tBodyGyro.mean...X" -0.036405928969697 -0.0275527075
20 "SITTING" "tBodyGyro.mean...Y" -0.0650689347121212 -0.0728261545
20 "SITTING" "tBodyGyro.mean...Z" 0.0642882138333333 0.0882794655
20 "SITTING" "tBodyGyroJerk.mean...X" -0.0959970816060606 -0.0981512285
20 "SITTING" "tBodyGyroJerk.mean...Y" -0.0407299244348485 -0.040459136
20 "SITTING" "tBodyGyroJerk.mean...Z" -0.0465835149090909 -0.053549674
20 "SITTING" "tBodyAccMag.mean.." -0.952738043030303 -0.970206705
20 "SITTING" "tGravityAccMag.mean.." -0.952738043030303 -0.970206705
20 "SITTING" "tBodyAccJerkMag.mean.." -0.978774578333333 -0.986909055
20 "SITTING" "tBodyGyroMag.mean.." -0.939574435606061 -0.967889
20 "SITTING" "tBodyGyroJerkMag.mean.." -0.983010276060606 -0.98919514
20 "SITTING" "fBodyAcc.mean...X" -0.981203064242424 -0.990989505
20 "SITTING" "fBodyAcc.mean...Y" -0.945198619242424 -0.970193845
20 "SITTING" "fBodyAcc.mean...Z" -0.947597457121212 -0.96987193
20 "SITTING" "fBodyAcc.meanFreq...X" -0.0618890358893939 -0.0329165075
20 "SITTING" "fBodyAcc.meanFreq...Y" -0.00500928635151515 0.0102846224
20 "SITTING" "fBodyAcc.meanFreq...Z" 0.00873886492424242 0.047291963
20 "SITTING" "fBodyAccJerk.mean...X" -0.982243603030303 -0.990458755
20 "SITTING" "fBodyAccJerk.mean...Y" -0.971158287575758 -0.982308265
20 "SITTING" "fBodyAccJerk.mean...Z" -0.973211461363636 -0.982977805
20 "SITTING" "fBodyAccJerk.meanFreq...X" 0.136601130674242 0.14509192
20 "SITTING" "fBodyAccJerk.meanFreq...Y" -0.124408290681364 -0.11742475
20 "SITTING" "fBodyAccJerk.meanFreq...Z" -0.0831229746409091 -0.048848187
20 "SITTING" "fBodyGyro.mean...X" -0.969913284393939 -0.985969715
20 "SITTING" "fBodyGyro.mean...Y" -0.964643068787879 -0.975059395
20 "SITTING" "fBodyGyro.mean...Z" -0.950963363939394 -0.96723831
20 "SITTING" "fBodyGyro.meanFreq...X" -0.0327018882469697 -0.0360251625
20 "SITTING" "fBodyGyro.meanFreq...Y" -0.314720986151515 -0.358562545
20 "SITTING" "fBodyGyro.meanFreq...Z" -0.144654837851515 -0.0956499955
20 "SITTING" "fBodyAccMag.mean.." -0.946913451666667 -0.972348735
20 "SITTING" "fBodyAccMag.meanFreq.." 0.0408663540363636 0.037837165
20 "SITTING" "fBodyBodyAccJerkMag.mean.." -0.971730462575758 -0.98640046
20 "SITTING" "fBodyBodyAccJerkMag.meanFreq.." 0.22971324275 0.27064113
20 "SITTING" "fBodyBodyGyroMag.mean.." -0.953399068181818 -0.97032479
20 "SITTING" "fBodyBodyGyroMag.meanFreq.." -0.174980134954545 -0.207434665
20 "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.976108353787879 -0.99007265
20 "SITTING" "fBodyBodyGyroJerkMag.meanFreq.." 0.13363534380303 0.11655734
20 "SITTING" "tBodyAcc.std...X" -0.983081858939394 -0.991622895
20 "SITTING" "tBodyAcc.std...Y" -0.93612270469697 -0.96854143
20 "SITTING" "tBodyAcc.std...Z" -0.929106396818182 -0.961325625
20 "SITTING" "tGravityAcc.std...X" -0.985829034393939 -0.99589015
20 "SITTING" "tGravityAcc.std...Y" -0.966983534242424 -0.990463505
20 "SITTING" "tGravityAcc.std...Z" -0.935854966151515 -0.973583635
20 "SITTING" "tBodyAccJerk.std...X" -0.982078229242424 -0.99130779
20 "SITTING" "tBodyAccJerk.std...Y" -0.970896863484848 -0.98313517
20 "SITTING" "tBodyAccJerk.std...Z" -0.976522488787879 -0.986270855
20 "SITTING" "tBodyGyro.std...X" -0.976309017121212 -0.985665865
20 "SITTING" "tBodyGyro.std...Y" -0.960104508636364 -0.97212974
20 "SITTING" "tBodyGyro.std...Z" -0.945771803484848 -0.965732215
